name,tag,origin
Znagsh,NN,Half-Orc
Zrgga,NN,Half-Orc
Zrug,NN,Half-Orc
Zth,NN,Half-Orc
Aluus,NN,Halfling
Amt,NN,Halfling
Awaat,NN,Halfling
Awlat,NN,Halfling
Awllt,NN,Halfling
Azam,NN,Halfling
Bant,NN,Halfling
Bart,NN,Halfling
Bbin,NN,Halfling
Bbnn,NN,Halfling
Bbnnnrrrt,NN,Halfling
Bbrnie,NN,Halfling
Bbrnner,NN,Halfling
Bbrnt,NN,Halfling
Bbtnner,NN,Halfling
Bbyn,NN,Halfling
Bcnner,NN,Halfling
Bert,NN,Halfling
Bil,NN,Halfling
Bin,NN,Halfling
Bllt,NN,Halfling
Bsrtr,NN,Halfling
Bsrtrin,NN,Halfling
Bvin,NN,Halfling
Bwnt,NN,Halfling
Bwrtt,NN,Halfling
Byl,NN,Halfling
Byn,NN,Halfling
Can,NN,Halfling
Cven,NN,Halfling
Dbeet,NN,Halfling
Ddee,NN,Halfling
Dll,NN,Halfling
Dnee,NN,Halfling
Dve,NN,Halfling
Dvll,NN,Halfling
Dwn,NN,Halfling
Dze,NN,Halfling
Eltanei,NN,Halfling
Ilbert,NN,Halfling
Ildon,NN,Halfling
Illow,NN,Halfling
Ilo,NN,Halfling
Ilt,NN,Halfling
Inaa,NN,Halfling
Kbin,NN,Halfling
Lbbrnt,NN,Halfling
Lbin,NN,Halfling
Lby,NN,Halfling
Lil,NN,Halfling
Liw,NN,Halfling
Llby,NN,Halfling
Llow,NN,Halfling
Llus,NN,Halfling
Llw,NN,Halfling
Llwn,NN,Halfling
Llwna,NN,Halfling
Lsbert,NN,Halfling
Lsbyl,NN,Halfling
Lsw,NN,Halfling
Lswalt,NN,Halfling
Lsweltane,NN,Halfling
Lswert,NN,Halfling
Lswllt,NN,Halfling
Lswna,NN,Halfling
Ltana,NN,Halfling
Ltwnn,NN,Halfling
Lus,NN,Halfling
Lvb,NN,Halfling
Lvbn,NN,Halfling
Lvby,NN,Halfling
Lvu,NN,Halfling
Lvus,NN,Halfling
Lvwn,NN,Halfling
Lvy,NN,Halfling
Lwa,NN,Halfling
Lwb,NN,Halfling
Lwbltt,NN,Halfling
Lwby,NN,Halfling
Lwbyt,NN,Halfling
Lwl,NN,Halfling
Lwllt,NN,Halfling
Lwt,NN,Halfling
Lww,NN,Halfling
Lwwlttnner,NN,Halfling
Lwwnt,NN,Halfling
Nad,NN,Halfling
Nan,NN,Halfling
Nbert,NN,Halfling
Nddle,NN,Halfling
Ner,NN,Halfling
Niel,NN,Halfling
Nnad,NN,Halfling
Nnan,NN,Halfling
Nserrich,NN,Halfling
Nserrin,NN,Halfling
Nserry,NN,Halfling
Nsrrrtt,NN,Halfling
Nvel,NN,Halfling
Nvil,NN,Halfling
Rry,NN,Halfling
Ryl,NN,Halfling
Sbart,NN,Halfling
Sbarth,NN,Halfling
Sbbrnt,NN,Halfling
Sbert,NN,Halfling
Sbir,NN,Halfling
Sborn,NN,Halfling
Sbrrt,NN,Halfling
Sbrrtc,NN,Halfling
Sbyl,NN,Halfling
Sbyr,NN,Halfling
Silo,NN,Halfling
Sklbnrnrert,NN,Halfling
Slob,NN,Halfling
Sltrnner,NN,Halfling
Ssara,NN,Halfling
Ssaraklan,NN,Halfling
Ssbrrt,NN,Halfling
Sstranklin,NN,Halfling
Stran,NN,Halfling
Stranklin,NN,Halfling
Strrnner,NN,Halfling
Sval,NN,Halfling
Swalt,NN,Halfling
Syle,NN,Halfling
Tbnn,NN,Halfling
Tcen,NN,Halfling
Tnan,NN,Halfling
Tsnae,NN,Halfling
Tsner,NN,Halfling
Twnn,NN,Halfling
Uwm,NN,Halfling
Val,NN,Halfling
Van,NN,Halfling
Vbi,NN,Halfling
Vbin,NN,Halfling
Vbl,NN,Halfling
Vbln,NN,Halfling
Vbn,NN,Halfling
Vdn,NN,Halfling
Vil,NN,Halfling
Vin,NN,Halfling
Vll,NN,Halfling
Vnl,NN,Halfling
Vnn,NN,Halfling
Vsl,NN,Halfling
Vsn,NN,Halfling
Vvil,NN,Halfling
Vvl,NN,Halfling
Vvll,NN,Halfling
Vwl,NN,Halfling
Vyl,NN,Halfling
Walt,NN,Halfling
Wllby,NN,Halfling
Wllt,NN,Halfling
Wlt,NN,Halfling
Wltt,NN,Halfling
Wlttnner,NN,Halfling
Wna,NN,Halfling
Wst,NN,Halfling
Wsttana,NN,Halfling
Wsttane,NN,Halfling
Wsttanei,NN,Halfling
Wtltwnn,NN,Halfling
Wts,NN,Halfling
Wtt,NN,Halfling
Wwlt,NN,Halfling
Zam,NN,Halfling
Zbmn,NN,Halfling
Zsa,NN,Halfling
Zsm,NN,Halfling
Zwana,NN,Halfling
Aevvaround,NN,Gnome
Agvena,NN,Gnome
Akyyooc,NN,Gnome
Aouse,NN,Gnome
Aovpay,NN,Gnome
Aple,NN,Gnome
Aplebeddo,NN,Gnome
Apletoe,NN,Gnome
Apll,NN,Gnome
Aqvyr,NN,Gnome
Around,NN,Gnome
Arouse,NN,Gnome
Aruy,NN,Gnome
Astib,NN,Gnome
Atoy,NN,Gnome
Augeeloptima,NN,Gnome
Auggens,NN,Gnome
Avlrab,NN,Gnome
Avvrrm,NN,Gnome
Avyy,NN,Gnome
Aywickaby,NN,Gnome
Aywock,NN,Gnome
Belden,NN,Gnome
Berdeb,NN,Gnome
Bldon,NN,Gnome
Bllcn,NN,Gnome
Blldon,NN,Gnome
Bndir,NN,Gnome
Boddynock,NN,Gnome
Boddynocket,NN,Gnome
Brocc,NN,Gnome
Bsddb,NN,Gnome
Bsenn,NN,Gnome
Cabar,NN,Gnome
Cdab,NN,Gnome
Cnaq,NN,Gnome
Cocket,NN,Gnome
Cyabblen,NN,Gnome
Den,NN,Gnome
Dlebeddo,NN,Gnome
Dleby,NN,Gnome
Dmlen,NN,Gnome
Dmpmppry,NN,Gnome
Dnar,NN,Gnome
Dnera,NN,Gnome
Dob,NN,Gnome
Don,NN,Gnome
Dsebn,NN,Gnome
Dsebna,NN,Gnome
Eder,NN,Gnome
Eebo,NN,Gnome
Eedob,NN,Gnome
Eeno,NN,Gnome
Eflon,NN,Gnome
Egden,NN,Gnome
Elebeddo,NN,Gnome
Eleby,NN,Gnome
Ell,NN,Gnome
Ellen,NN,Gnome
Ender,NN,Gnome
Endri,NN,Gnome
Enh,NN,Gnome
Eon,NN,Gnome
Epdr,NN,Gnome
Erky,NN,Gnome
Erlabar,NN,Gnome
Eroa,NN,Gnome
Erooc,NN,Gnome
Eroondar,NN,Gnome
Erua,NN,Gnome
Evebaa,NN,Gnome
Fables,NN,Gnome
Fadab,NN,Gnome
Fbbledob,NN,Gnome
Fbblen,NN,Gnome
Fbbles,NN,Gnome
Fboddynockaby,NN,Gnome
Fdmabar,NN,Gnome
Fdmbender,NN,Gnome
Fdob,NN,Gnome
Ffbran,NN,Gnome
Fgbls,NN,Gnome
Flblo,NN,Gnome
Flbn,NN,Gnome
Fldnn,NN,Gnome
Fnbkin,NN,Gnome
Foddynock,NN,Gnome
Foddynockaby,NN,Gnome
Fonkin,NN,Gnome
Foodle,NN,Gnome
Frobc,NN,Gnome
Fstib,NN,Gnome
Fuggens,NN,Gnome
Fuobll,NN,Gnome
Fvaround,NN,Gnome
Fvarouse,NN,Gnome
Fvroa,NN,Gnome
Fynkccy,NN,Gnome
Fynkcn,NN,Gnome
Garryn,NN,Gnome
Geeloptima,NN,Gnome
Gell,NN,Gnome
Gellen,NN,Gnome
Gen,NN,Gnome
Gens,NN,Gnome
Gerbo,NN,Gnome
Gfender,NN,Gnome
Ggen,NN,Gnome
Ggens,NN,Gnome
Gimbles,NN,Gnome
Glen,NN,Gnome
Gmen,NN,Gnome
Gnena,NN,Gnome
Gon,NN,Gnome
Grimple,NN,Gnome
Grimpleby,NN,Gnome
Grimpletoe,NN,Gnome
Gsenn,NN,Gnome
Gvrra,NN,Gnome
Gywock,NN,Gnome
Hwann,NN,Gnome
Hyn,NN,Gnome
Iblls,NN,Gnome
Idde,NN,Gnome
Iddynock,NN,Gnome
Iddynocket,NN,Gnome
Iggens,NN,Gnome
Indar,NN,Gnome
Irdeb,NN,Gnome
Isden,NN,Gnome
Jdbb,NN,Gnome
Jebean,NN,Gnome
Jlbbondar,NN,Gnome
Jlbender,NN,Gnome
Jleby,NN,Gnome
Jmberdeb,NN,Gnome
Jrobsan,NN,Gnome
Jvbean,NN,Gnome
Kaby,NN,Gnome
Keb,NN,Gnome
Ken,NN,Gnome
Ker,NN,Gnome
Kmpyn,NN,Gnome
Kpll,NN,Gnome
Kplptom,NN,Gnome
Kpppernap,NN,Gnome
Kpppletoe,NN,Gnome
Kppprr,NN,Gnome
Kpppry,NN,Gnome
Kpppy,NN,Gnome
Kyn,NN,Gnome
Lapalen,NN,Gnome
Lay,NN,Gnome
Lden,NN,Gnome
Ldon,NN,Gnome
Lebe,NN,Gnome
Lebean,NN,Gnome
Lebeddo,NN,Gnome
Leby,NN,Gnome
Ledob,NN,Gnome
Leen,NN,Gnome
Leend,NN,Gnome
Lefoodle,NN,Gnome
Lel,NN,Gnome
Lelebe,NN,Gnome
Lelebean,NN,Gnome
Lem,NN,Gnome
Lemoopdle,NN,Gnome
Len,NN,Gnome
Leoboldan,NN,Gnome
Les,NN,Gnome
Lestib,NN,Gnome
Letoe,NN,Gnome
Lev,NN,Gnome
Lfaouse,NN,Gnome
Lfdob,NN,Gnome
Lfyn,NN,Gnome
Lgens,NN,Gnome
Lla,NN,Gnome
Llen,NN,Gnome
Lna,NN,Gnome
Lof,NN,Gnome
Lpender,NN,Gnome
Lpn,NN,Gnome
Lpung,NN,Gnome
Lqenn,NN,Gnome
Lron,NN,Gnome
Lsbyn,NN,Gnome
Lsn,NN,Gnome
Lston,NN,Gnome
Lvaround,NN,Gnome
Lvarouse,NN,Gnome
Lvrnap,NN,Gnome
Lvyn,NN,Gnome
Mjenena,NN,Gnome
Moopl,NN,Gnome
Mparyn,NN,Gnome
Mpen,NN,Gnome
Mppernap,NN,Gnome
Mune,NN,Gnome
Namfoodle,NN,Gnome
Nan,NN,Gnome
Nap,NN,Gnome
Ndni,NN,Gnome
Ndri,NN,Gnome
Nemn,NN,Gnome
Nhmfoodle,NN,Gnome
Nmmffoadlr,NN,Gnome
Nmmfoodle,NN,Gnome
Nmmmpen,NN,Gnome
Nomka,NN,Gnome
Nran,NN,Gnome
Nvaround,NN,Gnome
Nvarouse,NN,Gnome
Nvera,NN,Gnome
Nvrra,NN,Gnome
Oddynock,NN,Gnome
Odle,NN,Gnome
Oerla,NN,Gnome
Oerletoe,NN,Gnome
Ofdlb,NN,Gnome
Ogden,NN,Gnome
Olra,NN,Gnome
Ondar,NN,Gnome
Oodle,NN,Gnome
Oopdle,NN,Gnome
Oopdly,NN,Gnome
Oopla,NN,Gnome
Oopleby,NN,Gnome
Opdle,NN,Gnome
Opdly,NN,Gnome
Opla,NN,Gnome
Oplebeddo,NN,Gnome
Opllton,NN,Gnome
Oppir,NN,Gnome
Opple,NN,Gnome
Oppletoe,NN,Gnome
Opply,NN,Gnome
Orryn,NN,Gnome
Oudee,NN,Gnome
Owdan,NN,Gnome
Oyn,NN,Gnome
P#Eroo,NN,Gnome
Parryn,NN,Gnome
Pberound,NN,Gnome
Pcabar,NN,Gnome
Pcr,NN,Gnome
Pdob,NN,Gnome
Pdynock,NN,Gnome
Peen,NN,Gnome
Pelten,NN,Gnome
Pen,NN,Gnome
Per,NN,Gnome
Pernap,NN,Gnome
Pfr,NN,Gnome
Pgerlen,NN,Gnome
Pgggn,NN,Gnome
Pgggnn,NN,Gnome
Pgggnnn,NN,Gnome
Pgggnns,NN,Gnome
Pggrns,NN,Gnome
Pir,NN,Gnome
Pitiea,NN,Gnome
